266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
DEAD 274.9668, 130.8634
DEAD 274.9668, 130.8634
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
DEAD 454.43472, 138.03534
DEAD 454.43472, 138.03534
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
DEAD 431.45264, 262.54248
DEAD 431.45264, 262.54248
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.0, 666.6666
266.5, 666.6666
272.0, 666.6666
277.5, 666.6666
283.0, 666.6666
288.5, 666.6666
294.0, 666.6666
299.5, 666.6666
305.0, 666.6666
310.5, 666.6666
316.0, 666.6666
321.5, 666.6666
327.0, 666.6666
332.5, 666.6666
338.0, 666.6666
343.5, 666.6666
349.0, 666.6666
354.5, 666.6666
360.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
365.0, 666.6666
